Product ID,Product Name,Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales,Sales Date,Region,Sales Channel,Customer ID,Customer Segment,Salesperson ID,Discount Type,Return Reason,Order ID,Payment Method,,Months
4504,Product_4504,Christmas,12,4568.48,243.27,358.2,3967.0099999999993,7/9/2024,East,Online,CUST_2426,High-value,SP_1093,Percentage,Not as Described,ORD_66360,Cash,,July
4547,Product_4547,Art & Sculpture,8,1768.37,370.97,385.26,1012.1399999999999,7/9/2024,East,In-store,CUST_9864,High-value,SP_4516,Fixed Amount,Defective,ORD_16856,Credit Card,,July
4550,Product_4550,Basket,48,4709.58,19.29,456.14,4234.15,7/9/2024,East,Online,CUST_8194,High-value,SP_9435,Percentage,-,ORD_84168,Cash,,July
4563,Product_4563,Home Decor,37,1746.96,394.87,284.39,1067.7000000000003,7/9/2024,South,In-store,CUST_6776,New,SP_9075,Percentage,-,ORD_93946,Online Payment,,July
4583,Product_4583,Christmas,34,1587.97,17.33,460.86,1109.7800000000002,7/9/2024,East,Online,CUST_5242,Frequent,SP_8077,Percentage,Change of Mind,ORD_92312,Credit Card,,July
4590,Product_4590,Home Decor,40,1869.38,50.31,377.25,1441.8200000000002,7/9/2024,West,In-store,CUST_9622,Frequent,SP_2562,Fixed Amount,Defective,ORD_16061,Cash,,July
4591,Product_4591,Basket,46,3026.72,83.3,51.07,2892.3499999999995,7/9/2024,East,Online,CUST_3533,High-value,SP_9278,Percentage,-,ORD_57700,Online Payment,,July
4609,Product_4609,Basket,11,1523.97,226.61,201.29,1096.0700000000002,7/9/2024,North,Online,CUST_7527,High-value,SP_6997,Percentage,-,ORD_52973,Online Payment,,July
4666,Product_4666,Art & Sculpture,38,4735.49,119.19,429.76,4186.54,7/9/2024,South,In-store,CUST_8248,High-value,SP_2660,Fixed Amount,Defective,ORD_92283,Credit Card,,July
4763,Product_4763,Basket,45,1610.78,375.7,392.76,842.3199999999999,7/9/2024,North,In-store,CUST_5727,New,SP_2773,Fixed Amount,Change of Mind,ORD_95312,Cash,,July
4781,Product_4781,Art & Sculpture,24,3900.11,277.55,174.76,3447.8,7/9/2024,West,In-store,CUST_4342,High-value,SP_5454,Fixed Amount,Not as Described,ORD_50633,Cash,,July
4787,Product_4787,Basket,27,1875.96,294.84,421.33,1159.7900000000002,7/9/2024,North,Online,CUST_4096,New,SP_4528,Percentage,Not as Described,ORD_98747,Online Payment,,July
4897,Product_4897,Christmas,24,1019.58,372.89,373.78,272.9100000000001,7/9/2024,South,Online,CUST_2330,High-value,SP_9023,Fixed Amount,-,ORD_21697,Cash,,July
4912,Product_4912,Home Decor,19,4765.46,8.34,135.69,4621.43,7/9/2024,North,In-store,CUST_7981,High-value,SP_6542,Fixed Amount,-,ORD_41185,Online Payment,,July
4924,Product_4924,Christmas,11,1029.07,53.91,97.97,877.1899999999999,7/9/2024,South,In-store,CUST_5701,New,SP_3183,Percentage,-,ORD_80241,Credit Card,,July
4971,Product_4971,Home Decor,26,3270.21,181.81,437.63,2650.77,7/9/2024,South,In-store,CUST_2559,Frequent,SP_1902,Percentage,-,ORD_82763,Cash,,July
4987,Product_4987,Christmas,16,2873.38,15.67,311.82,2545.89,7/9/2024,North,Online,CUST_3866,New,SP_4545,Fixed Amount,Not as Described,ORD_88471,Cash,,July
5031,Product_5031,Home Decor,6,1819.01,25.42,102.2,1691.3899999999999,7/9/2024,North,Online,CUST_3058,High-value,SP_8866,Percentage,Change of Mind,ORD_99628,Credit Card,,July
5123,Product_5123,Basket,42,3293.14,371.58,224.72,2696.84,7/9/2024,West,In-store,CUST_4026,Frequent,SP_6613,Percentage,-,ORD_74033,Credit Card,,July
5152,Product_5152,Home Decor,9,1942.56,158.82,444.66,1339.08,7/9/2024,East,In-store,CUST_7652,Frequent,SP_5969,Percentage,Defective,ORD_57680,Online Payment,,July
5159,Product_5159,Art & Sculpture,22,3883.23,12.75,41.21,3829.27,7/9/2024,South,In-store,CUST_3466,New,SP_9096,Fixed Amount,-,ORD_39831,Online Payment,,July
5170,Product_5170,Basket,47,4166.05,296.85,342.83,3526.3700000000003,7/9/2024,South,In-store,CUST_2898,High-value,SP_6586,Percentage,Change of Mind,ORD_88634,Cash,,July
5190,Product_5190,Art & Sculpture,50,2162.47,328.2,463.99,1370.2799999999997,7/9/2024,North,In-store,CUST_7563,New,SP_4921,Percentage,-,ORD_98240,Online Payment,,July
5238,Product_5238,Home Decor,50,4082.32,409.2,75.27,3597.8500000000004,7/9/2024,North,In-store,CUST_5506,Frequent,SP_1898,Fixed Amount,Not as Described,ORD_30878,Credit Card,,July
5294,Product_5294,Basket,28,3167.48,17.87,225.16,2924.4500000000003,7/9/2024,North,Online,CUST_4687,High-value,SP_6448,Percentage,Not as Described,ORD_50839,Cash,,July
5295,Product_5295,Basket,44,2704.76,22.67,422.93,2259.1600000000003,7/9/2024,West,Online,CUST_8404,Frequent,SP_7419,Fixed Amount,Not as Described,ORD_53258,Credit Card,,July
5306,Product_5306,Art & Sculpture,25,4924.38,352.93,159.33,4412.12,7/9/2024,South,In-store,CUST_8670,Frequent,SP_3009,Fixed Amount,Defective,ORD_87526,Credit Card,,July
5354,Product_5354,Basket,8,1805.17,486.72,163.37,1155.08,7/9/2024,West,Online,CUST_8709,High-value,SP_1975,Fixed Amount,Change of Mind,ORD_81136,Cash,,July
5371,Product_5371,Home Decor,11,1863.74,354.35,312.05,1197.34,7/9/2024,North,Online,CUST_1071,Frequent,SP_5337,Percentage,Defective,ORD_12187,Credit Card,,July
5386,Product_5386,Christmas,26,1497.26,82.2,128.48,1286.58,7/9/2024,North,Online,CUST_7794,New,SP_6156,Fixed Amount,Change of Mind,ORD_48291,Online Payment,,July
5389,Product_5389,Christmas,39,1814.89,90.59,398.14,1326.1600000000003,7/9/2024,North,Online,CUST_8896,High-value,SP_4919,Percentage,Change of Mind,ORD_15844,Credit Card,,July
5397,Product_5397,Basket,13,4307.16,459.24,156.8,3691.12,7/9/2024,North,Online,CUST_6887,Frequent,SP_4764,Fixed Amount,Defective,ORD_70187,Credit Card,,July
5401,Product_5401,Art & Sculpture,23,2864.25,216.91,170.09,2477.25,7/9/2024,East,In-store,CUST_1633,Frequent,SP_9130,Percentage,Not as Described,ORD_37237,Online Payment,,July
5416,Product_5416,Home Decor,28,2752.24,200.31,138.9,2413.0299999999997,7/9/2024,South,Online,CUST_6538,New,SP_8785,Fixed Amount,-,ORD_99389,Online Payment,,July
5475,Product_5475,Basket,16,3258.6,21.29,307.31,2930,7/9/2024,North,In-store,CUST_4571,Frequent,SP_9935,Fixed Amount,Defective,ORD_67187,Cash,,July
5512,Product_5512,Art & Sculpture,30,2264.2,426.56,222.15,1615.4899999999998,7/9/2024,West,In-store,CUST_1838,High-value,SP_4719,Percentage,Not as Described,ORD_43797,Online Payment,,July
5526,Product_5526,Basket,26,3105.45,268.72,146.24,2690.49,7/9/2024,South,Online,CUST_9925,Frequent,SP_4227,Percentage,Change of Mind,ORD_68372,Online Payment,,July
5571,Product_5571,Basket,33,2931.47,171.96,184.29,2575.22,7/9/2024,West,Online,CUST_2846,New,SP_2261,Fixed Amount,Not as Described,ORD_57039,Online Payment,,July
5575,Product_5575,Basket,28,4217.53,0.87,470.35,3746.31,7/9/2024,West,Online,CUST_6159,Frequent,SP_3016,Percentage,Defective,ORD_25679,Online Payment,,July
5587,Product_5587,Basket,20,4884.27,141.71,303.32,4439.240000000001,7/9/2024,South,Online,CUST_5561,Frequent,SP_8557,Percentage,Change of Mind,ORD_63914,Cash,,July
5627,Product_5627,Christmas,22,3998.26,9.77,307.94,3680.55,7/9/2024,South,In-store,CUST_4259,High-value,SP_7460,Percentage,Not as Described,ORD_89550,Cash,,July
5642,Product_5642,Christmas,35,3957.06,140.43,83.09,3733.54,7/9/2024,North,In-store,CUST_5545,Frequent,SP_4856,Fixed Amount,-,ORD_63617,Cash,,July
5671,Product_5671,Christmas,12,2731.39,69.77,247.86,2413.7599999999998,7/9/2024,South,Online,CUST_8029,New,SP_2218,Fixed Amount,Defective,ORD_83791,Cash,,July
5683,Product_5683,Art & Sculpture,44,1641.34,439.59,327.24,874.51,7/9/2024,East,Online,CUST_4135,High-value,SP_6379,Fixed Amount,Not as Described,ORD_84774,Online Payment,,July
5705,Product_5705,Christmas,14,4581.39,270.46,58.21,4252.72,7/9/2024,North,Online,CUST_9336,New,SP_2968,Fixed Amount,Change of Mind,ORD_71578,Cash,,July
5752,Product_5752,Home Decor,49,2903.51,216.34,94.32,2592.85,7/9/2024,West,Online,CUST_8728,Frequent,SP_3490,Fixed Amount,Change of Mind,ORD_73789,Credit Card,,July
5810,Product_5810,Christmas,15,3996.24,29.81,338.63,3627.7999999999997,7/9/2024,South,Online,CUST_8941,New,SP_7696,Fixed Amount,Defective,ORD_47758,Credit Card,,July
5825,Product_5825,Home Decor,28,2898.65,382.25,346.09,2170.31,7/9/2024,West,In-store,CUST_2002,Frequent,SP_6791,Fixed Amount,Change of Mind,ORD_25805,Credit Card,,July
5840,Product_5840,Christmas,43,1383.11,282.7,132.61,967.7999999999998,7/9/2024,North,In-store,CUST_7874,Frequent,SP_4207,Fixed Amount,Not as Described,ORD_61476,Online Payment,,July
5853,Product_5853,Art & Sculpture,21,3311.37,397.56,191.65,2722.16,7/9/2024,East,Online,CUST_6961,High-value,SP_5391,Percentage,Change of Mind,ORD_52817,Cash,,July
5862,Product_5862,Basket,6,3367,87.41,218.58,3061.01,7/9/2024,North,Online,CUST_5978,Frequent,SP_4943,Percentage,Defective,ORD_37286,Credit Card,,July
5903,Product_5903,Art & Sculpture,11,3229.44,64.8,121.74,3042.9,7/9/2024,South,Online,CUST_7721,Frequent,SP_4597,Percentage,-,ORD_74340,Online Payment,,July
5933,Product_5933,Christmas,45,4921.4,369.1,49.61,4502.69,7/9/2024,South,In-store,CUST_7878,High-value,SP_1930,Fixed Amount,Change of Mind,ORD_43496,Credit Card,,July
5967,Product_5967,Basket,17,3194.43,201.42,314.57,2678.4399999999996,7/9/2024,South,Online,CUST_3386,New,SP_8637,Percentage,Defective,ORD_12127,Online Payment,,July
6004,Product_6004,Home Decor,13,2795.55,272.92,420.38,2102.25,7/9/2024,West,Online,CUST_3694,High-value,SP_4197,Percentage,Not as Described,ORD_92037,Credit Card,,July
6035,Product_6035,Christmas,20,1864.35,218.44,441.41,1204.4999999999998,7/9/2024,East,In-store,CUST_1763,Frequent,SP_7035,Percentage,Defective,ORD_44473,Cash,,July
6060,Product_6060,Home Decor,9,1561.75,68.7,61.88,1431.1699999999998,7/9/2024,North,In-store,CUST_3131,Frequent,SP_2384,Percentage,Defective,ORD_40579,Online Payment,,July
6092,Product_6092,Art & Sculpture,5,2300.51,123.51,329.26,1847.74,7/9/2024,West,In-store,CUST_3622,Frequent,SP_1450,Percentage,Not as Described,ORD_99692,Cash,,July
6109,Product_6109,Christmas,18,4858.48,395.37,146.48,4316.63,7/9/2024,East,Online,CUST_5984,Frequent,SP_2878,Percentage,Not as Described,ORD_55726,Credit Card,,July
6119,Product_6119,Basket,9,3138.5,151.27,355.23,2632,7/9/2024,East,In-store,CUST_8851,High-value,SP_4575,Percentage,Change of Mind,ORD_16079,Cash,,July
6136,Product_6136,Home Decor,35,3978.04,240.43,77.3,3660.31,7/9/2024,West,In-store,CUST_5415,High-value,SP_5162,Fixed Amount,Not as Described,ORD_25773,Online Payment,,July
6162,Product_6162,Art & Sculpture,41,2657.75,189.49,124.24,2344.0200000000004,7/9/2024,South,In-store,CUST_9466,New,SP_8767,Fixed Amount,Change of Mind,ORD_92992,Online Payment,,July
6164,Product_6164,Christmas,31,1412.94,189.34,436.39,787.2100000000002,7/9/2024,North,In-store,CUST_6885,New,SP_7826,Percentage,Change of Mind,ORD_23988,Online Payment,,July
6165,Product_6165,Home Decor,17,4170.76,431.74,484.74,3254.2800000000007,7/9/2024,South,In-store,CUST_7958,High-value,SP_8963,Percentage,Change of Mind,ORD_52017,Credit Card,,July
6193,Product_6193,Art & Sculpture,21,3727.84,55.82,454.18,3217.84,7/9/2024,West,Online,CUST_5914,High-value,SP_6005,Fixed Amount,Defective,ORD_31451,Credit Card,,July
6223,Product_6223,Home Decor,45,2357.4,414.39,105.06,1837.9500000000003,7/9/2024,West,Online,CUST_1697,New,SP_3270,Percentage,Change of Mind,ORD_90221,Credit Card,,July
6265,Product_6265,Basket,12,2795.03,370.31,374.17,2050.55,7/9/2024,North,In-store,CUST_9047,Frequent,SP_1600,Fixed Amount,Defective,ORD_59668,Cash,,July
6267,Product_6267,Christmas,33,4135.48,490.91,92.62,3551.95,7/9/2024,West,Online,CUST_9940,High-value,SP_4600,Percentage,-,ORD_23930,Credit Card,,July
6326,Product_6326,Home Decor,47,2296.66,453.74,78.62,1764.2999999999997,7/9/2024,East,In-store,CUST_1464,New,SP_2529,Fixed Amount,Defective,ORD_67579,Online Payment,,July
6380,Product_6380,Basket,11,1808.93,14.24,449.03,1345.66,7/9/2024,North,In-store,CUST_4577,High-value,SP_5887,Fixed Amount,Defective,ORD_77136,Online Payment,,July
6440,Product_6440,Home Decor,13,2392.14,55.71,50.96,2285.47,7/9/2024,North,In-store,CUST_1997,Frequent,SP_5563,Fixed Amount,-,ORD_47207,Cash,,July
6457,Product_6457,Basket,45,4342.17,221.1,459.57,3661.4999999999995,7/9/2024,East,Online,CUST_9108,New,SP_1760,Percentage,Not as Described,ORD_92645,Cash,,July
6477,Product_6477,Basket,13,3779.27,44.08,309.16,3426.03,7/9/2024,East,Online,CUST_4173,High-value,SP_8608,Percentage,Not as Described,ORD_45659,Online Payment,,July
6506,Product_6506,Christmas,6,2368.5,114.48,413.54,1840.48,7/9/2024,West,In-store,CUST_1623,Frequent,SP_4931,Fixed Amount,Not as Described,ORD_65395,Online Payment,,July
6516,Product_6516,Christmas,8,2381.46,341.21,181.99,1858.26,7/9/2024,West,In-store,CUST_8274,New,SP_1910,Percentage,Change of Mind,ORD_34523,Credit Card,,July
6531,Product_6531,Home Decor,37,2463.61,147.35,212.6,2103.6600000000003,7/9/2024,West,In-store,CUST_5208,High-value,SP_1733,Fixed Amount,Change of Mind,ORD_81847,Cash,,July
6551,Product_6551,Home Decor,6,4124.04,499.66,140.71,3483.67,7/9/2024,North,In-store,CUST_2810,Frequent,SP_1431,Fixed Amount,-,ORD_41847,Cash,,July
6583,Product_6583,Art & Sculpture,34,3263.94,85.01,163.89,3015.04,7/9/2024,South,In-store,CUST_9199,New,SP_8133,Fixed Amount,Defective,ORD_33591,Cash,,July
6593,Product_6593,Art & Sculpture,45,4070.97,363.43,101.47,3606.07,7/9/2024,East,In-store,CUST_1000,Frequent,SP_3817,Fixed Amount,Not as Described,ORD_65288,Online Payment,,July
6798,Product_6798,Basket,27,1868.47,422.77,464.21,981.49,7/9/2024,North,In-store,CUST_4219,Frequent,SP_5623,Fixed Amount,Defective,ORD_61575,Cash,,July
6840,Product_6840,Art & Sculpture,19,4134.55,484.53,149.92,3500.1000000000004,7/9/2024,West,In-store,CUST_8441,New,SP_7610,Fixed Amount,Not as Described,ORD_24142,Cash,,July
6841,Product_6841,Home Decor,41,3701.64,353.52,100.84,3247.2799999999997,7/9/2024,East,Online,CUST_8235,New,SP_5482,Percentage,Defective,ORD_48177,Credit Card,,July
6863,Product_6863,Basket,39,1569.88,275.18,187.33,1107.3700000000001,7/9/2024,West,In-store,CUST_2312,Frequent,SP_8743,Fixed Amount,-,ORD_91250,Credit Card,,July
6864,Product_6864,Home Decor,36,1745.18,236.93,167.57,1340.68,7/9/2024,East,Online,CUST_7246,New,SP_4437,Percentage,Change of Mind,ORD_42838,Online Payment,,July
6910,Product_6910,Home Decor,14,3642.89,453.39,417.44,2772.06,7/9/2024,South,In-store,CUST_3802,New,SP_7330,Fixed Amount,Defective,ORD_74831,Cash,,July
6916,Product_6916,Basket,12,2078.7,408.06,263.77,1406.87,7/9/2024,North,In-store,CUST_9053,New,SP_7286,Fixed Amount,Defective,ORD_45278,Credit Card,,July
6943,Product_6943,Art & Sculpture,11,4280.51,268.58,415.57,3596.36,7/9/2024,East,In-store,CUST_1512,High-value,SP_7305,Fixed Amount,-,ORD_24400,Online Payment,,July
7007,Product_7007,Basket,39,3115.85,84.75,411.78,2619.3199999999997,7/9/2024,South,In-store,CUST_4251,New,SP_7894,Percentage,Change of Mind,ORD_64317,Online Payment,,July
7021,Product_7021,Christmas,45,2925.36,453.64,190.93,2280.7900000000004,7/9/2024,East,In-store,CUST_6680,High-value,SP_7366,Percentage,Not as Described,ORD_23528,Online Payment,,July
7057,Product_7057,Art & Sculpture,23,4557.18,181.29,423.11,3952.78,7/9/2024,North,In-store,CUST_4648,Frequent,SP_5678,Percentage,Not as Described,ORD_13388,Cash,,July
7082,Product_7082,Christmas,20,3612.57,172.27,130.52,3309.78,7/9/2024,East,Online,CUST_2542,New,SP_1835,Fixed Amount,Change of Mind,ORD_92406,Online Payment,,July
7084,Product_7084,Christmas,28,2998.11,245.12,65.11,2687.88,7/9/2024,East,Online,CUST_8531,Frequent,SP_3715,Fixed Amount,Defective,ORD_61900,Credit Card,,July
7097,Product_7097,Basket,22,1852.88,355.03,257.59,1240.2600000000002,7/9/2024,East,In-store,CUST_6479,New,SP_3879,Percentage,-,ORD_85310,Credit Card,,July
7119,Product_7119,Home Decor,47,4543.64,291.2,430.8,3821.6400000000003,7/9/2024,West,In-store,CUST_9255,New,SP_3181,Percentage,Not as Described,ORD_16077,Cash,,July
7169,Product_7169,Basket,33,3660.39,328.97,244.12,3087.3,7/9/2024,South,Online,CUST_4298,New,SP_1337,Fixed Amount,-,ORD_68997,Online Payment,,July
7194,Product_7194,Art & Sculpture,7,4509.96,191.36,99.13,4219.47,7/9/2024,North,Online,CUST_2270,High-value,SP_3085,Percentage,Change of Mind,ORD_97095,Credit Card,,July
7201,Product_7201,Home Decor,50,4803.62,496.31,434.94,3872.3699999999994,7/9/2024,West,Online,CUST_1221,Frequent,SP_6906,Percentage,Change of Mind,ORD_18998,Cash,,July
7221,Product_7221,Basket,22,4861.92,218.48,196.66,4446.780000000001,7/9/2024,West,Online,CUST_5739,New,SP_5178,Fixed Amount,Change of Mind,ORD_11004,Online Payment,,July
7245,Product_7245,Basket,5,4239.09,198.82,316.37,3723.9,7/9/2024,West,In-store,CUST_9343,Frequent,SP_3377,Percentage,Change of Mind,ORD_39446,Credit Card,,July
7325,Product_7325,Basket,21,1223.78,440.24,63.1,720.4399999999999,7/9/2024,North,In-store,CUST_1064,Frequent,SP_4239,Fixed Amount,Change of Mind,ORD_84574,Online Payment,,July
7416,Product_7416,Basket,25,1767.55,62.39,148.93,1556.2299999999998,7/9/2024,North,Online,CUST_3356,High-value,SP_1385,Fixed Amount,Not as Described,ORD_73736,Credit Card,,July
7466,Product_7466,Art & Sculpture,43,3950.19,342.85,243.9,3363.44,7/9/2024,West,In-store,CUST_5083,New,SP_4488,Fixed Amount,-,ORD_44346,Online Payment,,July
7528,Product_7528,Christmas,35,1406.77,260.22,157.71,988.8399999999999,7/9/2024,North,Online,CUST_6676,Frequent,SP_6257,Percentage,-,ORD_33073,Credit Card,,July
7540,Product_7540,Basket,17,3198.57,4.75,472.7,2721.1200000000003,7/9/2024,West,Online,CUST_6559,Frequent,SP_1371,Fixed Amount,Change of Mind,ORD_39730,Cash,,July
7563,Product_7563,Basket,32,4380.26,110.37,156.91,4112.9800000000005,7/9/2024,North,In-store,CUST_6269,Frequent,SP_7313,Fixed Amount,-,ORD_10446,Cash,,July
7566,Product_7566,Art & Sculpture,30,4062.92,357.86,231.18,3473.88,7/9/2024,East,Online,CUST_8696,High-value,SP_9326,Fixed Amount,Defective,ORD_30749,Online Payment,,July
7573,Product_7573,Basket,10,1728.55,42.15,459.81,1226.59,7/9/2024,South,In-store,CUST_9074,Frequent,SP_3590,Percentage,Not as Described,ORD_44885,Credit Card,,July
7579,Product_7579,Home Decor,43,4520.58,396.94,181.77,3941.8700000000003,7/9/2024,North,In-store,CUST_7207,High-value,SP_5077,Fixed Amount,Not as Described,ORD_27767,Cash,,July
7608,Product_7608,Art & Sculpture,37,4421.84,392.57,315.08,3714.19,7/9/2024,North,Online,CUST_3673,High-value,SP_6031,Percentage,Change of Mind,ORD_74052,Credit Card,,July
7614,Product_7614,Christmas,37,2610.63,324.88,164.97,2120.78,7/9/2024,East,In-store,CUST_3209,Frequent,SP_1835,Fixed Amount,Not as Described,ORD_21552,Cash,,July
7623,Product_7623,Christmas,40,4148.3,195.23,117.91,3835.1600000000003,7/9/2024,South,Online,CUST_2588,High-value,SP_8184,Fixed Amount,Not as Described,ORD_56874,Cash,,July
7639,Product_7639,Home Decor,12,2836.94,202.22,116.12,2518.6000000000004,7/9/2024,West,Online,CUST_3764,New,SP_9385,Fixed Amount,-,ORD_41792,Cash,,July
7706,Product_7706,Home Decor,23,3414.86,249.57,253.76,2911.5299999999997,7/9/2024,North,In-store,CUST_4245,High-value,SP_5789,Fixed Amount,Not as Described,ORD_83021,Credit Card,,July
7752,Product_7752,Basket,18,4044.38,109.04,140.46,3794.88,7/9/2024,East,Online,CUST_2830,Frequent,SP_9783,Fixed Amount,-,ORD_17728,Credit Card,,July
7785,Product_7785,Christmas,6,4457.6,48.54,489.09,3919.9700000000003,7/9/2024,West,Online,CUST_4654,High-value,SP_9377,Fixed Amount,Defective,ORD_13048,Credit Card,,July
7867,Product_7867,Christmas,27,2729.62,185.25,427.4,2116.97,7/9/2024,West,In-store,CUST_8246,Frequent,SP_3318,Fixed Amount,Not as Described,ORD_70908,Online Payment,,July
7918,Product_7918,Home Decor,34,3435.47,179.37,282.38,2973.72,7/9/2024,South,In-store,CUST_9377,High-value,SP_4740,Percentage,-,ORD_22653,Online Payment,,July
7929,Product_7929,Home Decor,13,2399.44,64.76,398.89,1935.79,7/9/2024,East,In-store,CUST_8920,High-value,SP_5928,Fixed Amount,-,ORD_97105,Online Payment,,July
7945,Product_7945,Art & Sculpture,15,1456.79,95.27,471.81,889.71,7/9/2024,South,In-store,CUST_6652,New,SP_7266,Fixed Amount,Defective,ORD_32278,Online Payment,,July
7989,Product_7989,Christmas,29,4031.01,55.26,423.57,3552.18,7/9/2024,West,In-store,CUST_6973,High-value,SP_6861,Percentage,Defective,ORD_75647,Online Payment,,July
8037,Product_8037,Home Decor,46,3829.59,227.71,312.79,3289.09,7/9/2024,North,Online,CUST_5150,New,SP_3652,Percentage,Defective,ORD_81446,Credit Card,,July
8053,Product_8053,Basket,50,4781.69,263.96,20.73,4497,7/9/2024,East,Online,CUST_4897,High-value,SP_1373,Percentage,Defective,ORD_10875,Credit Card,,July
